Class,Order,Family,Genus,Species,1,2,3,4,5,6,7,8,9,10,category_at_start,num_assessments,category_at_end,numeric_category_at_start,numeric_category_at_end,Delta_Status,is_geniune,to_check
AVES,PASSERIFORMES,TURDIDAE,Catharus,Catharus gracilirostris,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TURDIDAE,Catharus,Catharus guttatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TURDIDAE,Catharus,Catharus mexicanus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TURDIDAE,Catharus,Catharus minimus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TURDIDAE,Catharus,Catharus occidentalis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TURDIDAE,Catharus,Catharus swainsoni,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TURDIDAE,Catharus,Catharus ustulatus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TROGLODYTIDAE,Catherpes,Catherpes mexicanus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Cathorops,Cathorops arenatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Cathorops,Cathorops higuchii,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Catlocarpio,Catlocarpio siamensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
MAMMALIA,CARNIVORA,FELIDAE,Catopuma,Catopuma badia,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
MAMMALIA,CARNIVORA,FELIDAE,Catopuma,Catopuma temminckii,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus ardens,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus catostomus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus clarkii,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus columbianus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus commersonii,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus discobolus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus fumeiventris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus insignis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus latipinnis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus macrocheilus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus microps,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus occidentalis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus platyrhynchus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus rimiculus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus santaanae,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus snyderi,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus tahoensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Catostomus warnerensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Catreus,Catreus wallichii,VU,VU,VU,VU,NA,NA,NA,NA,NA,NA,VU,4,VU,2,2,0,NA,No
ACTINOPTERYGII,PERCIFORMES,MALACANTHIDAE,Caulolatilus,Caulolatilus chrysops,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,MALACANTHIDAE,Caulolatilus,Caulolatilus guppyi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,MALACANTHIDAE,Caulolatilus,Caulolatilus hubbsi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,MALACANTHIDAE,Caulolatilus,Caulolatilus intermedius,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,LOPHIIFORMES,CAULOPHRYNIDAE,Caulophryne,Caulophryne jordani,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,LOPHIIFORMES,CAULOPHRYNIDAE,Caulophryne,Caulophryne polynema,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Cavia,Cavia aperea,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Cavia,Cavia fulgida,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Cavia,Cavia intermedia,CR,CR,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,CR,4,4,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Cavia,Cavia magna,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Cavia,Cavia tschudii,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris caesius,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris cinereus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris cucullatus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AVES,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris graueri,NT,NT,NT,NT,NA,NA,NA,NA,NA,NA,NT,4,NT,1,1,0,NA,No
AVES,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Ceblepyris pectoralis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,CALLITRICHIDAE,Cebuella,Cebuella pygmaea,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus aequatorialis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus albifrons,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus brunneus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus castaneus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus cuscinus,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus kaapori,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus malitiosus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus trinitatis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
MAMMALIA,PRIMATES,CEBIDAE,Cebus,Cebus versicolor,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Cecropis,Cecropis abyssinica,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Cecropis,Cecropis cucullata,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Cecropis,Cecropis daurica,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Cecropis,Cecropis hyperythra,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Cecropis,Cecropis semirufa,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Cecropis,Cecropis senegalensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,SCINCIDAE,Celatiscincus,Celatiscincus euryotis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,SCINCIDAE,Celatiscincus,Celatiscincus similis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
AVES,PASSERIFORMES,CAMPEPHAGIDAE,Celebesica,Celebesica abbotti,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus agasepsoides,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus anelpistus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus badius,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus barbouri,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus bivittatus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus costatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus crusculus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus cyanochloris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus darlingtoni,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus duquesneyi,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus fowleri,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus haetianus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus hewardi,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus hylaius,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus macrotus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus maculatus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus marcanoi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus microblepharis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus molesworthi,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus montanus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus occiduus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus rozellae,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus scansorius,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus sepsoides,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus stenurus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Celestus warreni,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus castaneus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus elegans,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus flavescens,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus flavus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus grammicus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus loricatus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus lugubris,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus occidentalis,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus ochraceus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus spectabilis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus tinnunculus,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,VU,2,2,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus torquatus,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
AVES,PICIFORMES,PICIDAE,Celeus,Celeus undatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTRACANTHIDAE,Centracanthus,Centracanthus cirrus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,DINOPERCIDAE,Centrarchops,Centrarchops chapini,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTRARCHIDAE,Centrarchus,Centrarchus macropterus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SYNGNATHIFORMES,CENTRISCIDAE,Centriscops,Centriscops humerosus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SYNGNATHIFORMES,CENTRISCIDAE,Centriscus,Centriscus scutatus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Centrobranchus,Centrobranchus nigroocellatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,Centrocercus minimus,EN,EN,EN,NA,NA,NA,NA,NA,NA,NA,EN,3,EN,3,3,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,Centrocercus urophasianus,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
ACTINOPTERYGII,SILURIFORMES,DORADIDAE,Centrochir,Centrochir crocodili,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,DRACONETTIDAE,Centrodraco,Centrodraco acanthopoma,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Centrolabrus,Centrolabrus exoletus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene antioquiense,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene buckleyi,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene hesperium,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene petrophilum,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene quindianum,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene robledoi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene sabini,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Centrolene savagei,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTROLOPHIDAE,Centrolophus,Centrolophus niger,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Centronycteris,Centronycteris centralis,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Centronycteris,Centronycteris maximiliani,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Centrophorus granulosus,CR,CR,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,CR,4,4,0,NA,No
CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Centrophorus harrissoni,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Centrophorus squamosus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Centrophorus uyato,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,LOPHIIFORMES,CENTROPHRYNIDAE,Centrophryne,Centrophryne spinulosa,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTROPOMIDAE,Centropomus,Centropomus ensiferus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTROPOMIDAE,Centropomus,Centropomus mexicanus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTROPOMIDAE,Centropomus,Centropomus parallelus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTROPOMIDAE,Centropomus,Centropomus pectinatus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,CENTROPOMIDAE,Centropomus,Centropomus undecimalis,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Centropristis,Centropristis fuscula,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Centropristis,Centropristis ocyurus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Centropristis,Centropristis philadelphica,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Centropristis,Centropristis striata,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus andamanensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus anselli,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus ateralbus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus bengalensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus bernsteini,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus celebensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus chalybeus,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus chlororhynchos,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,CUCULIFORMES,CUCULIDAE,Centropus,Centropus cupreicaudus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
