scientific_name,realm_type,realm,area_m2,prop_type
Sphyrna lewini,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",6.40352E+11,0.023836605
Sphyrna lewini,Marine,North West Pacific,1.57736E+12,0.05871605
Sphyrna lewini,Marine,South-east Pacific,1.76269E+11,0.006561474
Sphyrna mokarran,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.7637E+13,0.912862293
Sphyrna mokarran,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.56516E+11,0.028804306
Sphyrna mokarran,Marine,North West Pacific,1.01585E+12,0.052578576
Sphyrna mokarran,Marine,South-east Pacific,1.11187E+11,0.005754826
Sphyrna zygaena,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.02013E+13,0.713763106
Sphyrna zygaena,Marine,Mid-tropical North Pacific Ocean,1.98416E+11,0.013882704
Sphyrna zygaena,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.30197E+12,0.161063376
Sphyrna zygaena,Marine,North West Pacific,1.37882E+12,0.096473126
Sphyrna zygaena,Marine,South-east Pacific,2.11779E+11,0.014817689
Anoxypristis cuspidata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.86624E+12,0.91278549
Anoxypristis cuspidata,Marine,North West Pacific,2.73863E+11,0.08721451
Pristis zijsron,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.60316E+12,1
Rhynchobatus djiddensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.87564E+11,1
Tetronarce californica,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",32341070799,0.08610469
Tetronarce californica,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.43261E+11,0.91389531
Dipturus batis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",9.28793E+11,0.326567318
Dipturus batis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.91532E+12,0.673432682
Aetobatus narinari,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.37684E+13,0.938445986
Aetobatus narinari,Marine,Mid-tropical North Pacific Ocean,6.87026E+11,0.027125829
Aetobatus narinari,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",28107910.19,1.11E-06
Aetobatus narinari,Marine,North West Pacific,7.87578E+11,0.031095937
Aetobatus narinari,Marine,South-east Pacific,84368986861,0.003331139
Myliobatis californicus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.25903E+11,0.629908902
Myliobatis californicus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.91478E+11,0.370091098
Mobula mobular,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2365228858,0.001364668
Mobula mobular,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.73083E+12,0.998635332
Indopacetus pacificus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.0757E+13,0.757500867
Indopacetus pacificus,Marine,Mid-tropical North Pacific Ocean,2.42591E+13,0.227550583
Indopacetus pacificus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.70406E+11,0.002536407
Indopacetus pacificus,Marine,North West Pacific,1.32326E+12,0.012412143
Silurus glanis,Freshwater,large lakes,8.11357E+11,0.105018542
Silurus glanis,Freshwater,montane freshwaters,7.24286E+11,0.093748471
Silurus glanis,Terrestrial,Palearctic,7.72604E+12,1
Silurus glanis,Freshwater,polar freshwaters,67116231603,0.008687232
Silurus glanis,Freshwater,temperate coastal rivers,4.35981E+11,0.056431481
Silurus glanis,Freshwater,temperate floodplain rivers and wetlands,5.06019E+12,0.654969028
Silurus glanis,Freshwater,temperate upland rivers,5.51878E+11,0.071432743
Silurus glanis,Freshwater,tropical and subtropical upland rivers,540261713.8,6.99E-05
Silurus glanis,Freshwater,xeric freshwaters and endorheic (closed) basins,74497043181,0.009642573
Carcharhinus amblyrhynchoides,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.78515E+12,1
Arctocephalus forsteri,Terrestrial,Australasia,8656076875,1
Arctocephalus forsteri,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",9.66493E+12,0.835636598
Arctocephalus forsteri,Marine,Southern Ocean,1.90102E+12,0.164363402
Otaria byronia,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.98949E+12,0.838787994
Otaria byronia,Terrestrial,Neotropic,7141768954,1
Otaria byronia,Marine,South-east Pacific,3.52526E+11,0.148628278
Otaria byronia,Marine,Southern Ocean,29846862749,0.012583729
Zalophus californianus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",9.36491E+11,0.596096685
Zalophus californianus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",6.34548E+11,0.403903315
Zalophus californianus,Terrestrial,Nearctic,56084196895,0.952051699
Zalophus californianus,Terrestrial,Neotropic,2824575537,0.047948301
Zalophus wollebaeki,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.02661E+11,1
Zalophus wollebaeki,Terrestrial,Neotropic,161893065.8,1
Pusa caspica,Freshwater,large lakes,3.71949E+11,0.962923982
Pusa caspica,Freshwater,montane freshwaters,789249864,0.00204326
Pusa caspica,Terrestrial,Palearctic,3.8627E+11,1
Pusa caspica,Freshwater,temperate floodplain rivers and wetlands,11726278202,0.030357733
Pusa caspica,Freshwater,xeric freshwaters and endorheic (closed) basins,1805821414,0.004675025
Histriophoca fasciata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.38276E+11,0.019253855
Histriophoca fasciata,Marine,Mid-tropical North Pacific Ocean,21087448732,0.002936261
Histriophoca fasciata,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",7.02237E+12,0.977809884
Pagophilus groenlandicus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.83145E+12,0.52833116
Pagophilus groenlandicus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.52778E+12,0.47166884
Pusa hispida,Marine,Inner Baltic Sea Inner,1.72497E+11,0.024091107
Pusa hispida,Freshwater,large lakes,17343783476,0.142142175
Pusa hispida,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.39379E+12,0.194657864
Pusa hispida,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.5939E+12,0.781251028
Pusa hispida,Terrestrial,Nearctic,57818346091,0.364218074
Pusa hispida,Terrestrial,Palearctic,1.00928E+11,0.635781926
Pusa hispida,Freshwater,polar freshwaters,94088869261,0.771111827
Pusa hispida,Freshwater,temperate coastal rivers,9301801894,0.07623356
Pusa hispida,Freshwater,temperate floodplain rivers and wetlands,1282697703,0.010512438
Pusa sibirica,Freshwater,large lakes,31776058299,0.991369879
Pusa sibirica,Terrestrial,Palearctic,32052676774,1
Pusa sibirica,Freshwater,polar freshwaters,276618475.1,0.008630121
Ursus americanus,Terrestrial,Nearctic,1.04273E+13,0.999138246
Ursus americanus,Terrestrial,Neotropic,8993494283,0.000861754
Ursus arctos,Terrestrial,Indo-Malay,28289010818,0.001166299
Ursus arctos,Terrestrial,Nearctic,4.56154E+12,0.188063069
Ursus arctos,Terrestrial,Palearctic,1.96655E+13,0.810770632
Arctictis binturong,Terrestrial,Indo-Malay,2.89647E+12,0.99837105
Arctictis binturong,Terrestrial,Palearctic,4725901648,0.00162895
Civettictis civetta,Terrestrial,Afrotropic,1.52554E+13,1
Viverra megaspila,Terrestrial,Indo-Malay,8.0458E+11,1
Eubalaena japonica,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.61069E+12,0.269492991
Eubalaena japonica,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.36605E+12,0.730507009
Eubalaena glacialis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.44763E+13,0.900563962
Eubalaena glacialis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.5984E+12,0.099436038
Carcharhinus fitzroyensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.378E+12,1
Carcharhinus galapagensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.97337E+12,0.8785876
Carcharhinus galapagensis,Marine,Mid-tropical North Pacific Ocean,4.10891E+11,0.1214124
Carcharhinus macloti,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",9.02428E+12,0.940643951
Carcharhinus macloti,Marine,North West Pacific,5.69446E+11,0.059356049
Carcharhinus tilstoni,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.34829E+12,1
Carcharhinus brachyurus,Terrestrial,Afrotropic,2245728764,0.047625543
Carcharhinus brachyurus,Terrestrial,Australasia,5757968457,0.122110194
Carcharhinus brachyurus,Terrestrial,Indo-Malay,1681733108,0.035664793
Carcharhinus brachyurus,Freshwater,large river deltas,391500667.1,0.006230347
Carcharhinus brachyurus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.75117E+12,0.608663096
Carcharhinus brachyurus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.93542E+12,0.247942913
Carcharhinus brachyurus,Terrestrial,Nearctic,7612544582,0.161440497
Carcharhinus brachyurus,Terrestrial,Neotropic,4341889943,0.092079181
Carcharhinus brachyurus,Freshwater,No Data,229060797.8,0.003645276
Carcharhinus brachyurus,Marine,North West Pacific,9.07541E+11,0.11626339
Carcharhinus brachyurus,Terrestrial,Palearctic,25514007333,0.541079792
Carcharhinus brachyurus,Marine,South-east Pacific,2.11779E+11,0.027130602
Carcharhinus brachyurus,Freshwater,temperate coastal rivers,27063782403,0.430693375
Carcharhinus brachyurus,Freshwater,temperate floodplain rivers and wetlands,15366009685,0.244534872
Carcharhinus brachyurus,Freshwater,temperate upland rivers,28310268.25,0.00045053
Carcharhinus brachyurus,Freshwater,tropical and subtropical coastal rivers,8718159905,0.138740907
Carcharhinus brachyurus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,568885063.9,0.009053244
Carcharhinus brachyurus,Freshwater,tropical and subtropical upland rivers,767797880.1,0.012218745
Carcharhinus brachyurus,Freshwater,xeric freshwaters and endorheic (closed) basins,9704196437,0.154432705
Physeter macrocephalus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.12617E+14,0.620365335
Physeter macrocephalus,Marine,Mid-tropical North Pacific Ocean,3.26575E+13,0.095287007
Physeter macrocephalus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.6794E+13,0.049001069
Physeter macrocephalus,Marine,North West Pacific,2.03871E+12,0.005948478
Physeter macrocephalus,Marine,South-east Pacific,2.18805E+13,0.063842237
Physeter macrocephalus,Marine,Southern Ocean,5.67406E+13,0.165555874
Platanista gangetica,Terrestrial,Indo-Malay,97079790775,0.988829335
Platanista gangetica,Terrestrial,Palearctic,1096696612,0.011170665
Platanista gangetica,Freshwater,tropical and subtropical coastal rivers,125027971.8,0.001273633
Platanista gangetica,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,96971252643,0.987825512
Platanista gangetica,Freshwater,tropical and subtropical upland rivers,1070097462,0.010900855
Mesoplodon perrini,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",40747513241,1
Mesoplodon traversii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.15818E+13,0.451657658
Mesoplodon traversii,Marine,South-east Pacific,1.01092E+13,0.394231723
Mesoplodon traversii,Marine,Southern Ocean,3.95185E+12,0.154110619
Bathytoshia brevicaudata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.76174E+12,1
Dipturus innominatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",6.76927E+11,1
Echinorhinus cookei,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.02384E+12,0.549670472
Echinorhinus cookei,Marine,Mid-tropical North Pacific Ocean,2.18044E+11,0.117061993
Echinorhinus cookei,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.83368E+11,0.098445418
Echinorhinus cookei,Marine,North West Pacific,2.55158E+11,0.136987455
Echinorhinus cookei,Marine,South-east Pacific,1.82231E+11,0.097834662
Eusphyra blochii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.91259E+12,0.932421824
Eusphyra blochii,Marine,North West Pacific,6.45948E+11,0.067578176
Hemigaleus microstoma,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.62393E+12,0.847292337
Hemigaleus microstoma,Marine,North West Pacific,6.53142E+11,0.152707663
Heptranchias perlo,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.26622E+13,0.837192742
Heptranchias perlo,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.30879E+12,0.086533297
Heptranchias perlo,Marine,North West Pacific,9.18864E+11,0.060752755
Heptranchias perlo,Marine,South-east Pacific,2.34753E+11,0.015521206
Mobula japanica,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",6.16601E+12,0.776165813
Mobula japanica,Marine,Mid-tropical North Pacific Ocean,2.30504E+11,0.029015394
Mobula japanica,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",53207371917,0.006697641
Mobula japanica,Marine,North West Pacific,1.49447E+12,0.188121152
Nebrius ferrugineus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.18191E+13,0.941961622
Nebrius ferrugineus,Marine,Mid-tropical North Pacific Ocean,21535094625,0.001716306
Nebrius ferrugineus,Marine,North West Pacific,7.06693E+11,0.056322072
Negaprion acutidens,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.08048E+13,0.976095126
Negaprion acutidens,Marine,Mid-tropical North Pacific Ocean,2.64612E+11,0.023904874
Orectolobus maculatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.88584E+11,1
Orectolobus ornatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.58484E+11,1
Rhina ancylostoma,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.19185E+13,0.895609466
Rhina ancylostoma,Marine,North West Pacific,1.38919E+12,0.104390534
Glaucostegus typus,Terrestrial,Australasia,24570601862,0.582760752
Glaucostegus typus,Terrestrial,Indo-Malay,17591815164,0.417239248
Glaucostegus typus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.98554E+12,1
Glaucostegus typus,Freshwater,montane freshwaters,97783766.44,0.001737616
Glaucostegus typus,Freshwater,oceanic islands,5670226591,0.100759842
Glaucostegus typus,Freshwater,tropical and subtropical coastal rivers,36075698966,0.641064631
Glaucostegus typus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,10427980802,0.185305063
Glaucostegus typus,Freshwater,tropical and subtropical upland rivers,1695271667,0.030124952
Glaucostegus typus,Freshwater,xeric freshwaters and endorheic (closed) basins,2307705706,0.041007896
Rhynchobatus australiae,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.05392E+12,1
Somniosus antarcticus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.25677E+12,0.92278495
Somniosus antarcticus,Marine,Southern Ocean,1.05162E+11,0.07721505
Centrophorus squamosus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.86317E+12,0.919391713
Centrophorus squamosus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.38706E+11,0.080608287
Eucrossorhinus dasypogon,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.40866E+12,1
Hemipristis elongata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.02224E+12,0.875905141
Hemipristis elongata,Marine,North West Pacific,1.13656E+12,0.124094859
Odontaspis ferox,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.5765E+12,0.717998082
Odontaspis ferox,Marine,Mid-tropical North Pacific Ocean,1.95978E+11,0.025233005
Odontaspis ferox,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.81477E+12,0.233659123
Odontaspis ferox,Marine,North West Pacific,1.46417E+11,0.018851793
Odontaspis ferox,Marine,South-east Pacific,33070768529,0.004257998
